Name,Constituency,Caucus,Salaries,Travel,Hospitality,Contracts,Year,Quarter
"Dhillon, Anju",Dorval—Lachine—LaSalle,Liberal,60115.5,6178.41,0.0,24395.56,2022,3
"Diab, Lena Metlege",Halifax West,Liberal,28499.7,12642.87,0.0,8975.14,2022,3
"Diotte, Kerry",Edmonton Griesbach,Conservative,12782.71,12321.01,0.0,2239.01,2022,3
"Doherty, Todd",Cariboo—Prince George,Conservative,67661.39,22024.83,280.49,8083.8,2022,3
"Dong, Han",Don Valley North,Liberal,75061.03,5819.69,0.0,16827.19,2022,3
"Dowdall, Terry",Simcoe—Grey,Conservative,55995.71,10973.78,0.0,33338.75,2022,3
"Dreeshen, Earl",Red Deer—Mountain View,Conservative,44099.61,22125.35,0.0,16544.84,2022,3
"Drouin, Francis",Glengarry—Prescott—Russell,Liberal,61644.99,2996.8,39.38,22191.58,2022,3
"Dubourg, Emmanuel",Bourassa,Liberal,61457.6,3558.18,564.76,18897.0,2022,3
"Duclos, Hon. Jean-Yves",Québec,Liberal,54460.2,6103.35,11.78,13746.48,2022,3
"Duguid, Terry",Winnipeg South,Liberal,63238.62,10859.22,23.48,14241.39,2022,3
"Duncan, Eric",Stormont—Dundas—South Glengarry,Conservative,66456.89,14647.76,46.92,28655.5,2022,3
"Duncan, Hon. Kirsty",Etobicoke North,Liberal,76813.72,0.0,0.0,13052.09,2022,3
"Duvall, Scott",Hamilton Mountain,New Democratic Party,8844.29,4006.01,0.0,1548.66,2022,3
"Dzerowicz, Julie",Davenport,Liberal,46047.18,1354.39,148.97,19407.14,2022,3
"Easter, Hon. Wayne",Malpeque,Liberal,21729.55,2968.55,0.0,1165.24,2022,3
"Ehsassi, Ali",Willowdale,Liberal,55043.16,8660.62,93.13,16258.22,2022,3
"El-Khoury, Fayçal",Laval—Les Îles,Liberal,52106.97,9400.59,27.35,17858.65,2022,3
"Ellis, Neil",Bay of Quinte,Liberal,24964.62,5027.65,0.0,3156.04,2022,3
"Ellis, Stephen",Cumberland—Colchester,Conservative,32221.72,19285.53,0.0,11435.59,2022,3
"Epp, Dave",Chatham-Kent—Leamington,Conservative,60130.53,25079.56,323.74,26128.86,2022,3
"Erskine-Smith, Nathaniel",Beaches—East York,Liberal,66127.24,1550.0,603.3,22292.93,2022,3
"Falk, Rosemarie",Battlefords—Lloydminster,Conservative,50015.34,28174.96,38.46,15588.63,2022,3
"Falk, Ted",Provencher,Conservative,47603.98,11584.45,234.72,19574.21,2022,3
"Fast, Hon. Ed",Abbotsford,Conservative,58804.73,20816.62,561.36,17310.78,2022,3
"Fergus, Hon. Greg",Hull—Aylmer,Liberal,66514.58,3199.28,1568.51,25452.08,2022,3
"Ferreri, Michelle",Peterborough—Kawartha,Conservative,28224.09,9916.53,10.34,15451.92,2022,3
"Fillmore, Andy",Halifax,Liberal,68937.57,13674.92,1340.06,19881.74,2022,3
"Findlay, Hon. Kerry-Lynne",South Surrey—White Rock,Conservative,56006.77,20741.17,7434.42,20749.91,2022,3
"Finnigan, Pat",Miramichi—Grand Lake,Liberal,3497.23,1880.86,0.0,2755.7,2022,3
"Fisher, Darren",Dartmouth—Cole Harbour,Liberal,37194.99,12237.82,120.0,11325.98,2022,3
"Fonseca, Peter",Mississauga East—Cooksville,Liberal,38032.08,0.0,0.0,31699.18,2022,3
"Fortier, Hon. Mona",Ottawa—Vanier,Liberal,43738.0,177.65,306.97,10384.38,2022,3
"Fortin, Rhéal",Rivière-du-Nord,Bloc Québécois,45294.38,7738.38,1182.46,21439.75,2022,3
"Fragiskatos, Peter",London North Centre,Liberal,51770.94,12581.89,0.0,36728.48,2022,3
"Fraser, Hon. Sean",Central Nova,Liberal,52765.46,21176.36,0.0,17046.41,2022,3
"Freeland, Hon. Chrystia",University—Rosedale,Liberal,55747.38,0.0,0.0,12531.39,2022,3
"Fry, Hon. Hedy",Vancouver Centre,Liberal,41206.0,3980.07,0.0,11115.36,2022,3
"Gaheer, Iqwinder",Mississauga—Malton,Liberal,24739.32,8054.18,0.0,18775.88,2022,3
"Gallant, Cheryl",Renfrew—Nipissing—Pembroke,Conservative,67182.66,8403.45,0.0,14628.27,2022,3
"Garneau, Hon. Marc",Notre-Dame-de-Grâce—Westmount,Liberal,46120.4,1129.45,0.0,14000.93,2022,3
"Garon, Jean-Denis",Mirabel,Bloc Québécois,48922.32,4074.68,0.0,19675.89,2022,3
"Garrison, Randall",Esquimalt—Saanich—Sooke,New Democratic Party,67275.79,19933.59,0.0,22416.41,2022,3
"Gaudreau, Marie-Hélène",Laurentides—Labelle,Bloc Québécois,58413.93,14482.25,426.32,28420.93,2022,3
"Gazan, Leah",Winnipeg Centre,New Democratic Party,60043.83,10358.14,50.0,17192.31,2022,3
"Généreux, Bernard",Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,Conservative,63161.67,19449.54,125.0,26469.99,2022,3
"Genuis, Garnett",Sherwood Park—Fort Saskatchewan,Conservative,67714.67,18423.63,412.13,13195.6,2022,3
"Gerretsen, Mark",Kingston and the Islands,Liberal,54331.34,6805.21,734.85,16274.86,2022,3
"Gill, Marilène",Manicouagan,Bloc Québécois,64169.17,37606.61,1332.08,47159.15,2022,3
"Gladu, Marilyn",Sarnia—Lambton,Conservative,71649.37,12108.61,2705.3,17024.03,2022,3
"Godin, Joël",Portneuf—Jacques-Cartier,Conservative,55254.83,4816.3,142.21,24564.3,2022,3
"Goodridge, Laila",Fort McMurray—Cold Lake,Conservative,17148.13,9823.34,0.0,5495.5,2022,3
"Gould, Hon. Karina",Burlington,Liberal,50518.48,6540.88,620.59,22463.12,2022,3
"Gourde, Jacques",Lévis—Lotbinière,Conservative,45848.34,10718.22,2463.27,29286.9,2022,3
"Gray, Tracy",Kelowna—Lake Country,Conservative,59515.04,12492.01,0.0,34867.28,2022,3
"Green, Matthew",Hamilton Centre,New Democratic Party,65974.77,6467.43,0.0,15058.82,2022,3
"Guilbeault, Hon. Steven",Laurier—Sainte-Marie,Liberal,54672.37,6272.3,130.15,16765.63,2022,3
"Hajdu, Hon. Patty",Thunder Bay—Superior North,Liberal,68690.93,11250.86,186.66,21657.77,2022,3
"Hallan, Jasraj Singh",Calgary Forest Lawn,Conservative,54868.74,8164.97,308.58,14566.36,2022,3
"Hanley, Brendan",Yukon,Liberal,10188.98,7084.25,0.0,12342.8,2022,3
"Hardie, Ken",Fleetwood—Port Kells,Liberal,65228.65,17430.67,1279.22,20667.88,2022,3
"Harris, Jack",St. John's East,New Democratic Party,3030.95,686.18,0.0,5218.69,2022,3
"Hepfner, Lisa",Hamilton Mountain,Liberal,18533.45,9594.15,0.0,7277.62,2022,3
"Hoback, Randy",Prince Albert,Conservative,58918.33,22754.99,227.76,23147.16,2022,3
"Holland, Hon. Mark",Ajax,Liberal,62595.73,26149.99,25.45,14594.84,2022,3
"Housefather, Anthony",Mount Royal,Liberal,50410.68,3174.09,85.95,20273.65,2022,3
"Hughes, Carol",Algoma—Manitoulin—Kapuskasing,New Democratic Party,82596.39,16195.7,0.0,16460.09,2022,3
"Hussen, Hon. Ahmed",York South—Weston,Liberal,58308.21,5610.0,0.0,11101.41,2022,3
"Hutchings, Hon. Gudie",Long Range Mountains,Liberal,70853.36,10019.81,0.0,20213.88,2022,3
"Iacono, Angelo",Alfred-Pellan,Liberal,53941.28,3291.99,245.91,27173.74,2022,3
"Idlout, Lori",Nunavut,New Democratic Party,21762.78,11409.36,1678.17,6032.81,2022,3
"Ien, Hon. Marci",Toronto Centre,Liberal,61255.85,0.0,0.0,16046.81,2022,3
"Jaczek, Hon. Helena",Markham—Stouffville,Liberal,70806.49,10162.59,0.0,12369.45,2022,3
"Jansen, Tamara",Cloverdale—Langley City,Conservative,16479.85,5477.92,0.0,3930.93,2022,3
"Jeneroux, Matt",Edmonton Riverbend,Conservative,46271.94,38769.76,170.76,19474.47,2022,3
"Johns, Gord",Courtenay—Alberni,New Democratic Party,63037.48,15884.77,171.57,20222.58,2022,3
"Joly, Hon. Mélanie",Ahuntsic-Cartierville,Liberal,62235.75,4950.0,0.0,21161.17,2022,3
"Jones, Yvonne",Labrador,Liberal,74615.19,43455.08,3020.9,19158.78,2022,3
"Jordan, Hon. Bernadette",South Shore—St. Margarets,Liberal,18374.39,5910.73,0.0,724.81,2022,3
"Jowhari, Majid",Richmond Hill,Liberal,58662.27,5945.22,222.22,19749.04,2022,3
"Julian, Peter",New Westminster—Burnaby,New Democratic Party,72874.61,7679.34,174.98,29889.58,2022,3
"Kayabaga, Arielle",London West,Liberal,37339.7,8898.29,359.5,13829.24,2022,3
"Kelloway, Mike",Cape Breton—Canso,Liberal,78572.53,17418.15,661.14,13258.37,2022,3
"Kelly, Pat",Calgary Rocky Ridge,Conservative,52444.69,17060.56,0.0,11473.61,2022,3
"Kent, Hon. Peter",Thornhill,Conservative,19554.82,905.52,0.0,4525.97,2022,3
"Khalid, Iqra",Mississauga—Erin Mills,Liberal,63474.93,12415.07,0.0,15516.88,2022,3
"Khera, Hon. Kamal",Brampton West,Liberal,68768.95,10038.49,0.0,15795.25,2022,3
"Kitchen, Robert",Souris—Moose Mountain,Conservative,54657.78,13204.74,0.0,17445.19,2022,3
"Kmiec, Tom",Calgary Shepard,Conservative,58719.85,19774.09,1135.05,9853.48,2022,3
"Koutrakis, Annie",Vimy,Liberal,61537.84,10395.92,0.0,17629.3,2022,3
"Kram, Michael",Regina—Wascana,Conservative,57542.83,19112.31,205.75,22623.29,2022,3
"Kramp-Neuman, Shelby",Hastings—Lennox and Addington,Conservative,41859.34,7467.79,176.67,10605.96,2022,3
"Kurek, Damien",Battle River—Crowfoot,Conservative,64281.12,27544.88,793.72,17162.55,2022,3
"Kusie, Stephanie",Calgary Midnapore,Conservative,62029.2,31360.74,1297.16,17649.77,2022,3
"Kusmierczyk, Irek",Windsor—Tecumseh,Liberal,59140.86,9446.91,0.0,11033.6,2022,3
"Kwan, Jenny",Vancouver East,New Democratic Party,60991.59,16837.79,64.12,17464.75,2022,3
"Lake, Hon. Mike",Edmonton—Wetaskiwin,Conservative,76009.77,7392.24,546.31,14651.1,2022,3
"Lalonde, Marie-France",Orléans,Liberal,61346.09,1168.04,1083.17,19817.79,2022,3
"Lambropoulos, Emmanuella",Saint-Laurent,Liberal,41441.17,2942.8,419.25,21986.98,2022,3
"Lametti, Hon. David",LaSalle—Émard—Verdun,Liberal,55565.77,7166.28,261.02,23879.0,2022,3
"Lamoureux, Kevin",Winnipeg North,Liberal,66182.04,10593.22,0.0,20834.33,2022,3
"Lantsman, Melissa",Thornhill,Conservative,37904.4,14117.57,91.39,20998.52,2022,3
"LaPointe, Viviane",Sudbury,Liberal,36936.53,1467.27,0.0,12653.31,2022,3
"Larouche, Andréanne",Shefford,Bloc Québécois,55412.49,4466.24,0.0,39562.96,2022,3
"Lattanzio, Patricia",Saint-Léonard—Saint-Michel,Liberal,32229.43,3837.32,296.49,26782.1,2022,3
"Lauzon, Stéphane",Argenteuil—La Petite-Nation,Liberal,59861.43,5686.16,0.0,17695.4,2022,3
"Lawrence, Philip",Northumberland—Peterborough South,Conservative,56349.44,13862.79,127.98,20627.41,2022,3
"LeBlanc, Hon. Dominic",Beauséjour,Liberal,63462.77,19698.66,2876.58,15322.01,2022,3
"Lebouthillier, Hon. Diane",Gaspésie—Les Îles-de-la-Madeleine,Liberal,36192.85,8290.9,0.0,23352.52,2022,3
"Lefebvre, Paul",Sudbury,Liberal,2782.88,757.48,0.0,963.72,2022,3
"Lehoux, Richard",Beauce,Conservative,55657.74,12011.26,1039.76,18297.31,2022,3
"Lemire, Sébastien",Abitibi—Témiscamingue,Bloc Québécois,38630.57,14029.09,440.75,20598.81,2022,3
"Lewis, Chris",Essex,Conservative,59029.6,15714.56,59.99,20563.79,2022,3
"Lewis, Leslyn",Haldimand—Norfolk,Conservative,33344.84,4678.79,0.0,6409.42,2022,3
"Liepert, Ron",Calgary Signal Hill,Conservative,56492.41,17328.36,723.65,16762.3,2022,3
"Lightbound, Joël",Louis-Hébert,Liberal,43649.68,7726.92,192.25,19495.5,2022,3
"Lloyd, Dane",Sturgeon River—Parkland,Conservative,51255.65,17739.86,79.28,19788.94,2022,3
"Lobb, Ben",Huron—Bruce,Conservative,57727.66,13721.89,136.85,36452.08,2022,3
"Long, Wayne",Saint John—Rothesay,Liberal,34517.82,7065.46,854.63,59892.45,2022,3
"Longfield, Lloyd",Guelph,Liberal,55115.02,3837.93,167.23,18781.56,2022,3
"Louis, Tim",Kitchener—Conestoga,Liberal,62143.68,11555.13,0.0,19009.59,2022,3
"Lukiwski, Tom",Moose Jaw—Lake Centre—Lanigan,Conservative,12192.24,0.0,0.0,3562.17,2022,3
"MacAulay, Hon. Lawrence",Cardigan,Liberal,51918.5,15798.74,920.34,18913.22,2022,3
"MacDonald, Heath",Malpeque,Liberal,24697.95,0.0,0.0,3261.04,2022,3
"MacGregor, Alistair",Cowichan—Malahat—Langford,New Democratic Party,67429.22,21094.62,63.16,21036.17,2022,3
"MacKenzie, Dave",Oxford,Conservative,57044.38,8347.09,0.0,14164.31,2022,3
"MacKinnon, Hon. Steven",Gatineau,Liberal,47247.82,144.54,823.0,16780.03,2022,3
"Maguire, Larry",Brandon—Souris,Conservative,57369.4,17266.01,261.44,10770.68,2022,3
"Maloney, James",Etobicoke—Lakeshore,Liberal,56477.34,10544.24,0.0,17960.28,2022,3
"Manly, Paul",Nanaimo—Ladysmith,Green Party,20663.41,2419.42,0.0,1337.37,2022,3
"Marcil, Simon",Mirabel,Bloc Québécois,11813.16,0.0,0.0,4023.87,2022,3
"Martel, Richard",Chicoutimi—Le Fjord,Conservative,53355.01,6857.18,1061.57,19836.04,2022,3
"Martinez Ferrada, Soraya",Hochelaga,Liberal,62587.26,8849.25,633.19,24162.02,2022,3
"Masse, Brian",Windsor West,New Democratic Party,77538.72,8908.6,25.81,22890.87,2022,3
"Mathyssen, Lindsay",London—Fanshawe,New Democratic Party,41129.29,13320.41,0.0,19401.04,2022,3
"May, Bryan",Cambridge,Liberal,71817.32,4872.91,0.0,17978.77,2022,3
"May, Elizabeth",Saanich—Gulf Islands,Green Party,75918.37,6770.18,0.0,18319.39,2022,3
"Mazier, Dan",Dauphin—Swan River—Neepawa,Conservative,55615.44,20041.89,0.0,13956.51,2022,3
"McCauley, Kelly",Edmonton West,Conservative,41298.71,27076.55,635.76,13537.58,2022,3
"McColeman, Phil",Brantford—Brant,Conservative,11174.29,0.0,0.0,557.62,2022,3
"McCrimmon, Karen",Kanata—Carleton,Liberal,3566.97,0.0,0.0,3504.25,2022,3
"McDonald, Ken",Avalon,Liberal,70153.01,15881.13,0.0,12787.78,2022,3
"McGuinty, Hon. David",Ottawa South,Liberal,46706.86,0.0,0.0,20651.56,2022,3
"McKay, Hon. John",Scarborough—Guildwood,Liberal,60035.65,5431.1,77.07,18097.6,2022,3
"McKenna, Hon. Catherine",Ottawa Centre,Liberal,15938.2,0.0,0.0,4950.82,2022,3
"McKinnon, Ron",Coquitlam—Port Coquitlam,Liberal,64110.79,16975.76,1048.5,18506.15,2022,3
"McLean, Greg",Calgary Centre,Conservative,61684.04,7712.92,435.01,21993.52,2022,3
"McLeod, Cathy",Kamloops—Thompson—Cariboo,Conservative,2386.86,7407.27,0.0,4822.12,2022,3
"McLeod, Michael",Northwest Territories,Liberal,62755.92,7076.82,239.75,11396.53,2022,3
"McPherson, Heather",Edmonton Strathcona,New Democratic Party,57027.26,29335.45,344.12,15832.41,2022,3
"Melillo, Eric",Kenora,Conservative,68800.36,48300.4,0.0,19470.9,2022,3
"Mendès, Alexandra",Brossard—Saint-Lambert,Liberal,39824.35,5741.73,341.32,16076.33,2022,3
"Mendicino, Hon. Marco",Eglinton—Lawrence,Liberal,43067.66,8283.72,0.0,18612.65,2022,3
"Miao, Chung An Wilson",Richmond Centre,Liberal,8586.33,0.0,0.0,538.02,2022,3
"Michaud, Kristina",Avignon—La Mitis—Matane—Matapédia,Bloc Québécois,61783.19,19728.53,100.0,22297.64,2022,3
"Miller, Hon. Marc",Ville-Marie—Le Sud-Ouest—Île-des-Soeurs,Liberal,67502.33,4571.15,0.0,15615.03,2022,3
"Monsef, Hon. Maryam",Peterborough—Kawartha,Liberal,21930.05,5932.68,0.0,5151.39,2022,3
"Moore, Hon. Rob",Fundy Royal,Conservative,56380.72,11257.71,98.45,20654.52,2022,3
"Morantz, Marty",Charleswood—St. James—Assiniboia—Headingley,Conservative,52961.55,5897.91,143.46,16368.15,2022,3
"Morrice, Mike",Kitchener Centre,Green Party,41583.5,4161.59,0.0,10193.29,2022,3
"Morrison, Rob",Kootenay—Columbia,Conservative,69381.5,39778.22,0.0,16210.83,2022,3
"Morrissey, Robert",Egmont,Liberal,58139.91,0.0,0.0,12250.96,2022,3
"Motz, Glen",Medicine Hat—Cardston—Warner,Conservative,88220.66,26864.39,82.5,13182.47,2022,3
"Murray, Hon. Joyce",Vancouver Quadra,Liberal,66196.11,4908.46,80.11,15706.79,2022,3
"Muys, Dan",Flamborough—Glanbrook,Conservative,28740.67,2533.99,0.0,10203.52,2022,3
"Naqvi, Yasir",Ottawa Centre,Liberal,35257.64,0.0,0.0,10623.1,2022,3
"Nater, John",Perth—Wellington,Conservative,56893.05,16993.09,60.0,24175.48,2022,3
"Ng, Hon. Mary",Markham—Thornhill,Liberal,47068.26,8018.25,0.0,20660.75,2022,3
"Noormohamed, Taleeb",Vancouver Granville,Liberal,8670.12,0.0,0.0,16471.7,2022,3
"Normandin, Christine",Saint-Jean,Bloc Québécois,62327.44,8122.42,467.92,24695.73,2022,3
"O'Connell, Jennifer",Pickering—Uxbridge,Liberal,52498.91,10047.54,0.0,9084.99,2022,3
"Oliphant, Hon. Robert",Don Valley West,Liberal,59512.37,11839.4,244.05,21239.51,2022,3
"O'Regan, Hon. Seamus",St. John's South—Mount Pearl,Liberal,58285.44,12497.27,1321.27,14282.8,2022,3
"O'Toole, Hon. Erin",Durham,Conservative,55794.88,675.08,0.0,23134.69,2022,3
"Paradis, Hon. Denis",Brome—Missisquoi,Liberal,0.0,4574.41,0.0,2750.0,2022,3
"Patzer, Jeremy",Cypress Hills—Grasslands,Conservative,55394.25,16716.34,43.15,13510.47,2022,3
"Paul-Hus, Pierre",Charlesbourg—Haute-Saint-Charles,Conservative,67823.92,13374.6,914.01,18863.43,2022,3
"Pauzé, Monique",Repentigny,Bloc Québécois,67157.34,20687.57,483.1,18694.16,2022,3
"Perkins, Rick",South Shore—St. Margarets,Conservative,48566.06,9665.5,564.7,15564.99,2022,3
"Perron, Yves",Berthier—Maskinongé,Bloc Québécois,60122.31,11440.6,198.0,33361.67,2022,3
"Petitpas Taylor, Hon. Ginette",Moncton—Riverview—Dieppe,Liberal,54814.53,13015.79,132.9,13838.71,2022,3
"Plamondon, Louis",Bécancour—Nicolet—Saurel,Bloc Québécois,55368.0,0.0,0.0,19523.27,2022,3
"Poilievre, Hon. Pierre",Carleton,Conservative,56077.17,4457.57,0.0,14969.5,2022,3
"Powlowski, Marcus",Thunder Bay—Rainy River,Liberal,65242.25,14948.21,0.0,15932.67,2022,3
"Qaqqaq, Mumilaaq",Nunavut,New Democratic Party,3311.36,5169.92,0.0,2774.15,2022,3
"Qualtrough, Hon. Carla",Delta,Liberal,62847.81,5250.0,0.0,19304.63,2022,3
"Ratansi, Yasmin",Don Valley East,Independent,5691.78,0.0,361.69,4441.86,2022,3
"Rayes, Alain",Richmond—Arthabaska,Conservative,58055.53,14435.64,1693.58,15759.83,2022,3
"Redekopp, Brad",Saskatoon West,Conservative,59647.83,22018.99,846.26,28091.56,2022,3
"Regan, Hon. Geoff",Halifax West,Liberal,12186.22,3786.26,0.0,1398.41,2022,3
"Reid, Scott",Lanark—Frontenac—Kingston,Conservative,49922.84,0.0,0.0,14635.74,2022,3
"Rempel Garner, Hon. Michelle",Calgary Nose Hill,Conservative,54844.72,12512.18,424.43,19926.83,2022,3
"Richards, Blake",Banff—Airdrie,Conservative,47458.35,14724.34,56.4,13409.72,2022,3
"Roberts, Anna",King—Vaughan,Conservative,16896.62,13700.25,0.0,17239.51,2022,3
"Robillard, Yves",Marc-Aurèle-Fortin,Liberal,55581.68,7194.05,460.0,17962.5,2022,3
"Rodriguez, Hon. Pablo",Honoré-Mercier,Liberal,66007.32,6818.16,247.26,20924.36,2022,3
"Rogers, Churence",Bonavista—Burin—Trinity,Liberal,67434.06,17889.37,0.0,13859.42,2022,3
"Romanado, Sherry",Longueuil—Charles-LeMoyne,Liberal,52967.25,10953.19,421.2,24396.56,2022,3
"Rood, Lianne",Lambton—Kent—Middlesex,Conservative,65381.63,23442.85,629.39,18628.47,2022,3
"Rota, Hon. Anthony",Nipissing—Timiskaming,Liberal,74790.02,6618.98,923.2,24583.11,2022,3
"Ruff, Alex",Bruce—Grey—Owen Sound,Conservative,58561.59,7799.84,0.0,19282.32,2022,3
"Sahota, Jag",Calgary Skyview,Conservative,11016.9,0.0,0.0,1070.44,2022,3
"Sahota, Ruby",Brampton North,Liberal,61285.26,10998.6,45.0,20728.81,2022,3
"Saini, Raj",Kitchener Centre,Liberal,16406.63,1461.02,0.0,6125.71,2022,3
"Sajjan, Hon. Harjit S.",Vancouver South,Liberal,44119.89,12821.05,1534.8,22336.96,2022,3
"Saks, Ya'ara",York Centre,Liberal,60162.68,16699.1,475.22,17588.52,2022,3
"Samson, Darrell",Sackville—Preston—Chezzetcook,Liberal,46496.46,14866.08,0.0,13079.37,2022,3
"Sangha, Ramesh",Brampton Centre,Independent,6633.09,594.12,2558.33,1877.59,2022,3
"Sarai, Randeep",Surrey Centre,Liberal,66949.74,26384.17,328.46,19942.38,2022,3
"Saroya, Bob",Markham—Unionville,Conservative,16609.53,440.36,0.0,2323.57,2022,3
"Savard-Tremblay, Simon-Pierre",Saint-Hyacinthe—Bagot,Bloc Québécois,61158.58,12714.24,160.0,14023.06,2022,3
"Scarpaleggia, Francis",Lac-Saint-Louis,Liberal,60193.04,11976.5,120.0,20773.85,2022,3
"Scheer, Hon. Andrew",Regina—Qu'Appelle,Conservative,61405.56,15003.13,1318.27,20338.15,2022,3
"Schiefke, Peter",Vaudreuil—Soulanges,Liberal,67733.38,7265.35,1081.0,20353.04,2022,3
"Schmale, Jamie",Haliburton—Kawartha Lakes—Brock,Conservative,71995.92,18434.29,276.72,20643.95,2022,3
"Schulte, Hon. Deb",King—Vaughan,Liberal,17982.18,1610.71,0.0,4109.19,2022,3
"Seeback, Kyle",Dufferin—Caledon,Conservative,60754.72,16157.31,0.0,27397.21,2022,3
"Serré, Marc",Nickel Belt,Liberal,64173.04,11559.21,67.81,17910.19,2022,3
"Sgro, Hon. Judy A.",Humber River—Black Creek,Liberal,57129.72,10855.6,640.0,17399.5,2022,3
"Shanahan, Brenda",Châteauguay—Lacolle,Liberal,40663.83,9445.28,250.0,17611.6,2022,3
"Sheehan, Terry",Sault Ste. Marie,Liberal,48243.94,9335.61,0.0,9332.09,2022,3
"Shields, Martin",Bow River,Conservative,54999.3,25098.6,151.0,15189.98,2022,3
"Shin, Nelly",Port Moody—Coquitlam,Conservative,4372.82,13691.52,0.0,4306.38,2022,3
"Shipley, Doug",Barrie—Springwater—Oro-Medonte,Conservative,60415.35,11721.37,0.0,21053.27,2022,3
"Sidhu, Maninder",Brampton East,Liberal,55603.19,7254.77,0.0,13344.93,2022,3
"Sidhu, Sonia",Brampton South,Liberal,57397.83,7144.77,49.73,21941.95,2022,3
"Sikand, Gagan",Mississauga—Streetsville,Liberal,11880.0,0.0,0.0,682.75,2022,3
"Simard, Mario",Jonquière,Bloc Québécois,60615.34,28641.88,1067.95,13290.81,2022,3
"Simms, Scott",Coast of Bays—Central—Notre Dame,Liberal,20362.23,8326.87,0.0,14544.57,2022,3
"Sinclair-Desgagné, Nathalie",Terrebonne,Bloc Québécois,33135.96,2345.39,28.16,10954.16,2022,3
"Singh, Jagmeet",Burnaby South,New Democratic Party,68002.66,9947.53,0.0,30129.5,2022,3
"Sloan, Derek",Hastings—Lennox and Addington,Independent,31705.5,0.0,0.0,4561.52,2022,3
"Small, Clifford",Coast of Bays—Central—Notre Dame,Conservative,37610.57,14192.57,53.9,11923.59,2022,3
"Sorbara, Francesco",Vaughan—Woodbridge,Liberal,58390.75,6071.6,0.0,24367.83,2022,3
"Soroka, Gerald",Yellowhead,Conservative,53715.36,23761.25,250.0,10235.37,2022,3
"Spengemann, Sven",Mississauga—Lakeshore,Liberal,49965.49,4248.81,7.55,20092.15,2022,3
"Stanton, Bruce",Simcoe North,Conservative,12653.83,2443.95,0.0,2146.83,2022,3
"Steinley, Warren",Regina—Lewvan,Conservative,49275.52,24476.05,819.36,28008.37,2022,3
"Ste-Marie, Gabriel",Joliette,Bloc Québécois,67479.08,16696.34,170.81,20592.28,2022,3
"Stewart, Jake",Miramichi—Grand Lake,Conservative,42528.81,28207.05,122.78,8625.31,2022,3
"St-Onge, Hon. Pascale",Brome—Missisquoi,Liberal,35224.66,11099.49,0.0,10137.44,2022,3
"Strahl, Mark",Chilliwack—Hope,Conservative,66466.61,18051.28,562.91,17902.59,2022,3
"Stubbs, Shannon",Lakeland,Conservative,57110.7,5057.34,0.0,10425.85,2022,3
"Sudds, Jenna",Kanata—Carleton,Liberal,40585.73,0.0,531.37,19641.36,2022,3
"Sweet, David",Flamborough—Glanbrook,Conservative,5496.79,5087.62,0.0,563.61,2022,3
"Tabbara, Marwan",Kitchener South—Hespeler,Independent,11732.08,1850.35,0.0,1179.55,2022,3
"Tassi, Hon. Filomena",Hamilton West—Ancaster—Dundas,Liberal,52814.94,10848.76,19.99,27935.48,2022,3
"Taylor Roy, Leah",Aurora—Oak Ridges—Richmond Hill,Liberal,22648.85,6371.97,0.0,8952.69,2022,3
"Thériault, Luc",Montcalm,Bloc Québécois,60449.1,10732.46,523.36,16500.31,2022,3
"Therrien, Alain",La Prairie,Bloc Québécois,66601.8,9329.74,1416.86,25947.05,2022,3
"Thomas, Rachael",Lethbridge,Conservative,72517.82,26412.11,3820.58,21753.0,2022,3
"Thompson, Joanne",St. John's East,Liberal,18042.16,10427.31,0.0,13617.62,2022,3
"Tochor, Corey",Saskatoon—University,Conservative,47740.9,29662.38,541.37,16776.28,2022,3
"Tolmie, Fraser",Moose Jaw—Lake Centre—Lanigan,Conservative,46991.27,26048.45,0.0,9361.95,2022,3
"Trudeau, Right Hon. Justin",Papineau,Liberal,70758.58,0.0,0.0,17495.31,2022,3
"Trudel, Denis",Longueuil—Saint-Hubert,Bloc Québécois,60587.63,11857.43,371.59,25082.47,2022,3
"Turnbull, Ryan",Whitby,Liberal,57096.23,6113.66,177.75,19092.8,2022,3
"Uppal, Hon. Tim",Edmonton Mill Woods,Conservative,62694.11,29676.78,445.11,11735.92,2022,3
"Valdez, Rechie",Mississauga—Streetsville,Liberal,30795.75,8806.95,0.0,14167.91,2022,3
"Van Bynen, Tony",Newmarket—Aurora,Liberal,56645.86,5989.96,726.99,21631.92,2022,3
"van Koeverden, Adam",Milton,Liberal,65008.26,9880.75,530.5,15545.34,2022,3
"Van Popta, Tako",Langley—Aldergrove,Conservative,54940.85,31081.39,0.0,25948.15,2022,3
"Vandal, Hon. Dan",Saint Boniface—Saint Vital,Liberal,57384.72,20405.3,0.0,22583.61,2022,3
"Vandenbeld, Anita",Ottawa West—Nepean,Liberal,63359.5,0.0,0.0,11154.2,2022,3
"Vaughan, Adam",Spadina—Fort York,Liberal,8577.32,795.31,0.0,3574.83,2022,3
"Vecchio, Karen",Elgin—Middlesex—London,Conservative,73133.22,20765.45,674.78,23841.36,2022,3
"Vidal, Gary",Desnethé—Missinippi—Churchill River,Conservative,47859.42,12308.83,341.22,12823.47,2022,3
